actual,predicted
1484,1521.0164227872976
1018,1334.808894982353
1799,1576.6436910401947
1538,1497.0895896746858
2009,1714.2931177586931
1526,1214.4357081178816
1339,1518.851626065277
1024,1456.5528143306026
1652,1636.6902099103672
1894,1602.5701886393197
1106,1177.3287962746508
1349,1508.6012948791486
1603,1324.5253119948857
1858,1637.815033335356
1591,1567.9660804425064
1465,1498.6621403088423
1957,1490.565638476468
1110,1412.0607573178584
1503,1697.5615012697983
1322,1320.6023595247368
1050,1391.0338712119164
1572,1797.7889115903608
1769,1622.6142670943323
1499,1415.8536462330535
1134,1178.6241448561677
1803,1355.2475625793306
1500,1537.7343005001596
1638,1360.1120630033788
1743,1345.1442989295533
1172,1399.1477081077767
1695,1584.9581229931798
1383,1431.650993268871
1732,1193.4729436986158
2163,1610.7068146473484
1349,1507.6608372458202
